process_id,final_rinse_total_turbidity_liter
20174,1537892.2582117466
20175,975600.0906284059
20176,100619.39207994264
20177,2363247.7576213446
20178,406916.5709167439
20182,383719.42065795365
20185,108149.3263958417
20187,1941400.1752682328
20191,887917.4391648137
20195,670078.3003559116
20196,204102.894731728
20198,1255066.6103983738
20199,260412.20346655967
20201,2531733.3194473414
20203,2583424.5557812736
20204,18664.57573573334
20205,1521036.9820015377
20206,3846393.40479278
20208,548207.709348492
20209,1227346.8224331443
20210,1612394.6244250627
20212,897235.709982793
20213,149783.9036832973
20214,206040.7968401263
20219,1034913.2579348725
20222,139746.28008283905
20223,4428464.928436745
20225,5285686.000830746
20226,435181.34293940355
20227,705354.8005348218
20229,1093096.9202387691
20230,5209292.084013305
20236,1281690.5988230023
20237,4872396.272515891
20239,1132286.3345982693
20241,3624096.2356142155
20245,29921.595782631928
20246,614297.6338079462
20247,1744470.0342377839
20248,5372851.78011248
20251,607978.4490009389
20254,2477813.6395749645
20255,25898.132052370813
20256,1775260.2531810934
20257,27363036.074935876
20258,3003211.129673686
20259,1038510.6875894323
20260,385785.26320669556
20261,159018.1406920386
20262,1308827.1859846627
20265,1440983.4912550356
20266,357440.9784577447
20267,202811.52410734384
20271,56704.318207351775
20273,3998497.5856016306
20274,481339.27653152315
20276,500877.64967639145
20278,11405765.400764858
20280,1943284.1937722214
20282,677749.8542154343
20283,2345114.452529468
20284,1016569.8708587482
20285,1144558.6615378163
20286,5152535.1157728955
20289,1512136.6471371131
20290,1240209.312712907
20291,284092.43562690954
20292,4407295.243134185
20297,1178835.0734979531
20299,4304462.798700315
20300,372864.6711721746
20301,65366904.58486188
20302,1191555.7098967133
20304,4080542.2824827186
20308,1888240.2854331424
20315,2213026.878336475
20317,638954.9509115187
20318,50106212.15557626
20319,266833.7539744789
20320,626410.9589818993
20321,485521.5807984204
20322,241421.22749563144
20323,1975178.3726911433
20324,472461.1205596969
20325,119685.4492937252
20326,52869.70304049721
20327,24023525.829708394
20328,317449.0388084198
20329,430482.29359938554
20330,696243.9144343052
20331,2851484.47645054
20333,659071.7772649094
20334,673363.0366763506
20335,753876.1609643234
20338,227652.3294685967
20339,227938.3197851196
20340,223737.96300381358
20341,208953.9252550637
20342,608897.7006040238
20343,1768679.4042051611
20346,2585220.0609410615
20349,503102.69837410154
20351,601906.7151989288
20352,41955.13945871112
20353,976495.4830036365
20354,27658.449344903252
20356,1957459.4104131486
20359,461475.39947667916
20360,993958.8553579567
20363,3879425.1259235647
20364,14968.757094660388
20365,237771.61090186128
20367,576565.4987993762
20368,465011.90748166735
20369,5674564.168951751
20371,47867454.23383841
20372,304804.46502564097
20373,1921782.8597930947
20374,1949018.8278665897
20376,232800.26151949266
20377,691316.1083382535
20380,1272543.0945437753
20381,1015213.0516026445
20382,487465.78043935524
20383,443287.11973075196
20385,179108.30682710998
20388,962571.4754704944
20390,92490164.96056326
20391,3327415.891784654
20392,3906712.3713136576
20394,2119026.0516117807
20395,2370370.3238264495
20398,161049.34578229583
20400,111528.19570497867
20401,811566.3105133364
20402,238416.549320113
20405,315456.9053577098
20406,374348.6026748102
20407,1086001.6313118504
20408,584856.0849956443
20409,207746.09339931
20410,20577013.24264785
20411,670758.402830285
20414,505111.66162671085
20415,439965.2931223844
20416,679668.6834968016
20417,394237.2066551965
20418,180947.78377319503
20419,746445.6410546493
20424,59593.74182909969
20425,2127568.815716228
20427,340984.1601097211
20428,641316.2389219974
20429,3220028.42364456
20430,316696.49810659507
20432,3946443.88351085
20435,449785.34845237085
20437,654507.3510141508
20438,6000128.838565633
20439,13570289.370642127
20441,2627366.128114544
20442,722092.8437595034
20443,182820.10556710314
20444,1181186.1365281304
20445,1958601.3958614222
20446,168746.4981424116
20450,1165976.9923882384
20451,1706017.7795661506
20452,4145049.1968503827
20456,944539.3164003306
20458,788693.4400677547
20461,4673875.862369062
20462,6804745.336394443
20464,734205.604085467
20468,1769456.1161575087
20469,219645.3398359184
20470,510648.48235060606
20471,1074054.769420646
20475,1314528.415535926
20477,4074911.862029322
20479,436723.4278416844
20480,50424.50231979395
20481,66249.94730759216
20482,86452.51205870252
20483,609121.7942334338
20485,20899.716304459776
20486,580571.9487271823
20489,445083.4528059379
20491,745052.5081701203
20492,2902852.692875117
20495,616501.045464277
20497,3316291.8114066985
20498,768977.558290432
20500,680207.2868431911
20501,898892.4326511039
20503,60877.02259285707
20505,7903293.635039243
20507,3040801.865972821
20508,446164.12722637964
20510,273891.4794698887
20511,150887.77708549332
20512,725488.0581996633
20514,918111.9496855631
20516,1309888.8370683726
20517,167135.94471233655
20518,1602843.0642524892
20519,121005.48412973515
20520,2057932.7113925351
20521,165323.01663556066
20523,200622.96212456978
20525,2379190.5763366222
20526,175967.1083469049
20527,1451164.938401853
20528,116679.04082064921
20529,21565.765551437657
20530,496849.2179527053
20531,2121014.4245446324
20532,585690.5238892697
20533,6411268.73614229
20534,229901.1872190021
20535,4124134.532509237
20538,56033.20401976206
20539,23777.473856025477
20540,508995.8739502557
20541,682742.188984338
20544,614774.385628901
20545,4218148.837414126
20547,703692.5039131108
20548,3001282.840867355
20549,4808881.430445865
20550,170086.99718943605
20551,4566721.308130959
20552,430997.50318889826
20555,1474829.4659471668
20556,52243.96030505989
20559,477174.5674878004
20561,4015361.3043063623
20562,3136699.1583059765
20563,217525.50020226502
20567,200318.55815744813
20572,677920.6816944712
20573,4136261.0705153085
20575,649289.133293369
20581,492720.4481226669
20582,171575.0057576502
20583,259379.15991599965
20584,642356.844958768
20585,684036.5986315082
20586,929370.7178965393
20588,2775734.114809344
20589,1199685.6065633246
20590,658975.7187894491
20591,3002621.856277742
20594,1537088.4780089976
20597,2466626.88491429
20600,50276.55863331825
20601,103640.69842644055
20604,181255.8888860958
20607,1014555.5698945888
20609,3629100.224058217
20610,3760907.0367518812
20611,1926457.444228739
20614,5009779.241319588
20617,439791.7826288191
20620,560530.7711123897
20621,279638.79406281747
20622,54374.26607015536
20624,1654481.840458509
20625,82383.30051646642
20628,1660136.332712983
20629,177017.45242804315
20630,30900.167937321025
20632,1391806.5656648304
20633,165562.83187693032
20636,4954980.6584778065
20638,566768.9639994699
20639,215873.41487461777
20640,982311.4494013637
20641,445759.6114014667
20642,1517413.7353084458
20643,237346.37885418165
20644,1087414.8007660112
20646,88451.48584832926
20647,784940.8503118953
20648,277293.588200397
20649,1289741.00319302
20650,2264306.311882601
20651,2083501.3678166352
20653,459914.5858930611
20654,399590.2565572804
20655,770265.5639773032
20657,1388012.1489489728
20658,551399.89375853
20662,366456.80781753943
20663,28071.609097331006
20664,63369.20677965117
20665,3522053.2824094268
20668,499549.90382262314
20670,560621.4676925434
20671,4749878.264466689
20672,1565849.098501641
20673,659088.7674240132
20674,5536477.042963558
20675,7908349.099419687
20676,852475.4017690003
20678,1629400.7480507684
20679,836412.795859994
20680,2496449.956384977
20682,130361.3520798905
20683,2269314.8938678517
20685,529094.6026635898
20687,3890388.1913220985
20691,181145.72679206572
20692,344759.936675669
20693,2081806.3666715198
20696,5572185.306809486
20697,1052479.4799045173
20698,1232835.8167188305
20699,767092.9999762255
20701,2914910.513456863
20702,49807116.26622114
20705,590385.6344261414
20706,206103.2889577118
20708,1452736.1930687195
20709,589573.4807948926
20710,4171266.66397386
20712,291813.59651211574
20713,496844.2226905366
20714,1493539.8588162863
20716,3672553.6238093427
20717,65466.494460982605
20721,159530.68261633074
20723,667232.4334358491
20725,721224.8446914225
20726,584607.2532904247
20727,772927.9953761382
20729,511783.3326990051
20730,289741.7549067401
20731,18896.513773872055
20733,866992.7777653527
20735,578261.2263661347
20738,263007.2677541031
20739,97179.79487120722
20741,136522.86066236382
20742,220159.6869938117
20743,22635.817263597935
20744,230001.30687060324
20745,6383791.776658155
20747,2756310.7978054597
20749,1055368.275299401
20750,996916.1067369472
20751,22274.545589492245
20752,637519.7354796523
20755,152263.4705076314
20758,23888593.60069341
20761,49867.909895659104
20764,58499.3380233579
20765,2660336.935630918
20768,903307.4146037324
20769,329383.9033751523
20770,316734.03686797566
20771,1433482.8717847564
20773,548160.179888259
20774,147860.9733551305
20775,2289709.817438318
20776,614146.1626794117
20777,6153583.243692604
20779,627776.7553486273
20780,1070551.419119803
20782,107017.72575810552
20783,22602.379674183372
20784,561228.5613984679
20785,2326810.022081457
20786,2064956.2083116136
20787,402219.5279210807
20788,613655.3141207733
20789,567631.2077845231
20790,202938.89908690643
20791,563115.7623355346
20792,681863.2667566956
20793,2398490.063157248
20794,574915.8313264801
20795,500107.11486752256
20796,81110.92829498477
20797,39356.60370784464
20799,811298.8985662889
20800,984884.7510969825
20802,578303.545634269
20805,250976.9920074248
20806,11388742.938527286
20807,92206.83319590437
20809,73951.61547546509
20810,1953172.6939946741
20814,904027.7256538227
20817,1047687.3020040282
20819,4047504.63737085
20820,1285875.6370580671
20821,1585353.4526579252
20825,757721.7424118111
20827,835961.9790596418
20828,102982.04701995497
20830,1626883.8649771279
20831,127594.98002356508
20832,1091810.9452129526
20833,3109103.262713042
20836,906741.1680444524
20838,714782.7550324732
20839,570206.9022929074
20841,1248209.3841002285
20842,174814.97978468132
20843,494405.8092973008
20845,498390.0174854805
20846,427502.59027921286
20847,663669.826872273
20848,25506.45794113511
20851,646349.6109306407
20852,1592509.5134887176
20855,512987.65278924425
20858,3305294.259522664
20860,695186.1921332332
20862,3361885.2358443625
20863,888314.5107354606
20867,8483446.882548979
20868,2393527.773659521
20870,1533915.5319354248
20873,195605.82619843062
20874,839979.6035716456
20876,1936513.0841790622
20878,171561.3333334195
20879,2263780.4190778686
20880,722389.0325662334
20883,1058258.3303675046
20885,615129.6101984091
20888,243313.48654204872
20889,203241.80837081728
20890,220553.2081376253
20892,46482.00830055661
20898,303053.12735264335
20899,1796798.4018546646
20900,192308.32336488782
20901,2176590.372475106
20902,1150185.645768869
20903,305139.4791385582
20904,561569.7701667602
20908,1958015.989669956
20910,161452.64062554995
20911,733349.7546944091
20912,558333.542736264
20914,1110265.8283893126
20915,644714.8568680477
20917,49449.133105122375
20918,1080039.787060525
20919,22222.458748876885
20920,2665178.9631469096
20921,451279.71765747346
20922,87658.87530602237
20925,5132380.532940026
20927,1638989.2820759406
20928,774357.2204625052
20929,307158.8852616102
20931,904373.8023923825
20936,706081.6042915354
20937,506343.2054004745
20938,525101.8846378273
20939,1710654.2566773486
20940,2631510.258046153
20941,117850.28197447519
20942,551767.4779116714
20943,385284.3100706646
20946,1424301.7714240635
20949,2772410.6024300926
20951,207294.90324249052
20952,782581.6378360927
20953,31536.233102627746
20954,702004.1197547652
20958,434628.8483117086
20959,831210.7239361681
20965,438330.4669074568
20966,413072.9863022502
20967,296800.9947150449
20968,4350668.496399475
20970,420701.77893855906
20972,166981.6185628559
20974,165631.81103565375
20975,631923.6373615102
20976,1557364.8680598289
20977,5775973.03511918
20978,686551.1121608072
20984,4831582.052467802
20986,2569355.5013069278
20987,4829109.186553755
20988,280198.17362103594
20989,1306182.1543744376
20990,824665.9554230862
20991,4088645.4388004635
20995,965152.6513653335
20996,738243.2395199506
20998,3634641.9050282934
20999,991527.9819374002
21000,4706048.748460342
21003,1885176.874972354
21004,174967.68129846393
21005,728024.9581031335
21006,36332.066642423044
21007,27999982.961619247
21008,24347.50174113778
21010,268535.0276218044
21012,3767174.9678646177
21013,857381.9600961123
21014,291831.9854658084
21015,1203682.0385366944
21020,338230.0121847074
21024,5191031.77373727
21025,1014653.4427323659
21027,60241.146723104226
21028,683745.9243457934
21029,213237.95388437822
21031,247247.34730297144
21032,1276531.9833381337
21035,214776.42494188555
21040,465939.5137188575
21041,2139502.0501513775
21042,3855743.28816991
21043,194703.34219639163
21044,4135207.363554057
21047,5571637.352196793
21051,19372.717642847663
21053,1097975.1084080199
21054,5702606.128968216
21056,282616.72508662945
21057,1119568.8367467278
21059,520809.5365002622
21060,49942.883020116366
21062,616963.951160677
21064,8047189.86426367
21065,855298.6548120726
21067,1599078.3120307967
21068,1109578.7454912995
21070,4116058.9916391526
21071,390337.77290868876
21072,1325837.830181979
21073,329210.9511638302
21077,1955629.8506428476
21078,507687.35366910876
21079,650096.5009614282
21081,84303.29236520831
21082,4345966.327624431
21083,3096952.905965066
21084,2464107.396793915
21085,268302.5271757904
21086,812653.7887135925
21090,679936.8404771808
21091,2855747.677786333
21093,1055387.586255761
21094,235689.56163000653
21095,816695.5349695125
21096,1868305.6182151448
21099,207262.9594196271
21100,154944.75723087537
21101,706735.0451725608
21102,2658193.3195566935
21103,2130766.3549488555
21106,1935571.141877464
21110,360732.14736770897
21111,2832729.7004527478
21115,189757.18184203486
21116,4665706.802938005
21117,2797232.1426318316
21118,761887.1493311224
21119,1478996.529590447
21120,317071.63260035426
21121,860969.3043744466
21122,58958.77664205949
21123,95161.83635051861
21124,510198.54889241536
21126,8865532.218044473
21129,333292.2572992339
21130,1087380.736588658
21131,1288974.2329731463
21132,556727.1172655008
21133,1520177.3078990171
21136,27835.328051586614
21138,375777.6156818252
21139,194869.52400016785
21141,630311.7563292511
21143,49017278.32421104
21145,909540.6417031364
21146,3332757.7060947805
21147,599581.4922765985
21148,1021636.2015895727
21149,540929.0830541718
21152,728268.8004559388
21153,21733.277471072317
21156,2647672.8976473697
21157,209930.58769625556
21159,2361430.414143535
21161,224192.69821722235
21162,6246.422720828022
21163,428594.54356570053
21164,2015722.3328443714
21165,729637.519721125
21166,22378008.854333375
21167,205083.48831245047
21170,15811479.304510878
21172,985423.3861872576
21173,22802.606776233093
21176,1071462.940198465
21179,4322958.926360847
21180,631409.2879947714
21183,602723.5369277034
21184,3756628.5528035345
21186,1380260.0562102983
21188,476589.65549985797
21192,74774.24078785403
21195,531257.6640476579
21196,1244015.0501033608
21198,243784.2428911426
21200,1833754.5755352103
21201,47180278.90541161
21202,4240380.502782034
21203,120871.7826411347
21208,1260778.122322476
21209,28681.69867604542
21211,1015433.5319134484
21213,1613495.0163064434
21214,81030.03051899101
21215,20137177.690649692
21216,359.16499627312106
21218,4380705.256512786
21222,232657.6122407999
21223,1289925.9864451163
21224,840691.8706348903
21225,1035537.1860907197
21226,6280019.474586981
21227,1565742.8241993852
21228,2769438.513132538
21229,950865.2740418806
21230,99718.86638697417
21231,2632754.352806779
21232,235344.09545793303
21234,882220.7460313943
21235,464787.41878131777
21236,611709.9664187245
21237,784223.951968594
21239,232814.12761803108
21240,2463787.1569256047
21241,1057958.1211736342
21243,649516.5208957708
21244,576692.7092685314
21247,1093579.5335813814
21248,845135.6317187593
21250,7287194.577619267
21251,1655463.8251228973
21252,3448456.6669617575
21254,480347.18840170454
21256,419448.3935684688
21257,12050.435017233043
21259,3616128.7850059066
21261,554731.2116250085
21263,17667904.75746766
21265,1611305.9551997953
21266,22284.415087976886
21267,442882.4770903732
21268,20919.548513998998
21269,1151753.268272241
21270,415472.5718316399
21271,463434.82161375304
21272,707993.9766355708
21274,149900.81671354215
21275,368238.96181781136
21277,26968.831508468626
21278,372122.3462606802
21280,248924.0530234063
21281,132476.91731693863
21282,729634.5756001987
21285,26975.97775148068
21286,9097374.36248561
21288,181968.11290090095
21289,56884.88741820174
21290,823788.3334325935
21293,2052966.2292666472
21294,3799060.8338889605
21296,247460.84557125202
21297,1292982.9863322282
21299,615995.4562758286
21300,2049024.6368898498
21302,223625.76717768362
21304,1251851.8575305855
21305,1312341.7823590992
21307,602231.9670490893
21311,3141480.847595764
21312,205025.33832330635
21313,2277612.8527428834
21314,527697.8527510348
21317,699347.0663178837
21318,552261.9758455277
21319,298669.09462948696
21320,249427.0956604188
21321,4765530.7875461355
21325,545539.6939894898
21326,50569.49599612531
21331,441878.7903325152
21333,671845.859875426
21334,3774486.420730845
21335,344060.43282162934
21338,55542.8518030942
21340,2511806.91090122
21343,7881271.901397037
21345,476649.57757639745
21346,2396656.4228748293
21347,1173018.1699052448
21348,1424475.113965659
21354,504367.73771786416
21355,12967351.609935323
21356,29422.817600130747
21357,59217.09854800929
21358,385528.77236655966
21362,2209274.502258669
21364,1049648.7060469552
21368,4670685.791717231
21371,3595227.4537928994
21372,19348028.067270238
21376,515379.06567207864
21377,12283.702006341626
21381,50492628.686358064
21383,477058.33223161637
21384,385339.8140160066
21385,7015490.885711148
21386,423220.61787729664
21387,1143471.8680238463
21388,1996312.9715998033
21389,884250.2641139718
21390,5084893.964572684
21391,345216.2554768385
21393,324270.09540199
21395,9902669.329821901
21396,1327195.316988702
21399,538076.650170967
21400,1446079.617608509
21403,1703961.7660973754
21406,1584234.381130912
21407,1673419.5350577754
21409,82815123.3862273
21410,571486.0652542823
21411,127523.63028176097
21413,3075390.126604223
21414,110692.67645771622
21415,260258.34207124167
21418,601851.8470678102
21420,1037620.7507677069
21423,151928.56390338385
21424,474339.62446870224
21426,387857.657399834
21427,3972120.968685926
21429,1002293.3191766391
21434,20413.088651790767
21436,130400.0089818553
21441,455346.66706406116
21442,296125.77942598687
21444,1246661.1258457513
21445,503658.79650682636
21448,605765.7511132543
21449,591851.4289761606
21450,2450848.783230205
21451,2040331.4011003284
21452,458923.13228402834
21453,301892.882984193
21454,400590.8228212314
21455,177376.9444330959
21457,4560149.646575165
21458,448606.84946756955
21459,632027.3412828649
21460,638839.945486917
21461,946977.7322082848
21462,264587.5099183541
21464,102401.11510840605
21465,835383.21630643
21466,63597.114000914415
21467,17439084.53428249
21469,581529.5209034488
21470,202208.12997875336
21473,87164.37731398463
21474,756339.0930923574
21475,957113.6729238278
21477,1790043.3103108977
21479,196794.43977448117
21481,414119.1730972237
21483,5455405.483776034
21487,313327.3639176628
21489,5522742.518602144
21491,1779959.0194596965
21492,972861.3315334965
21493,603505.1133052062
21494,5127765.679984921
21495,419347.3337709039
21497,4495354.64287161
21499,253178.3857039924
21500,441102.21898734366
21501,703623.2519746296
21502,44437.13112243974
21506,955114.8421918092
21507,718932.939783063
21508,637598.4269245175
21510,1222357.7375046285
21513,283489.56189552665
21515,6155320.470026452
21516,262492.3181087138
21517,625210.7774407818
21520,693028.6948974939
21522,131558.87974412699
21523,5731995.096540689
21525,513694.5911498752
21526,994839.3316280583
21527,1716530.879989391
21528,2124811.117424192
21530,280924.825736491
21531,199486.58611890217
21534,1659599.2379243523
21535,662716.9948717321
21536,1079870.767494173
21540,138095.87107658785
21543,2230869.5408113454
21545,1944717.9394104823
21546,937170.4637100138
21547,3305993.0717121395
21550,143926.710937954
21552,1954173.4442998075
21554,2464240.8771748547
21558,570865.189344597
21559,4869746.3344624275
21560,603636.0676898926
21562,114755.25267623446
21563,7633839.980587015
21564,784616.6479365485
21565,1099962.0180212068
21566,228565.73580071135
21568,4171741.8816166124
21569,30411.05966019778
21570,210485.0241367475
21572,1032986.6260229687
21573,2286955.5448693973
21574,653420.9679264732
21578,694901.3830129226
21581,21978.33928682162
21583,238382.66216915415
21584,50039735.67614571
21586,1005209.4269807022
21587,631653.9073331571
21589,2089976.4273462566
21590,689104.7950516833
21591,521736.16495464655
21594,645726.5740749418
21599,623429.714549794
21600,215542.36457093983
21601,1293874.3986750694
21602,2141215.5635877964
21603,512062.260334788
21606,40781959.61753732
21607,759220.4896391737
21609,853110.3117910351
21610,3505215.955072158
21615,26991.123360977137
21617,1523884.5994386415
21619,217697.16495682212
21620,985315.5912775565
21621,78408.53360084709
21624,68788.16808178919
21627,4229336.75237555
21628,4131118.740239669
21629,116146.53100658493
21636,1063318.858277748
21637,850.8501242926959
21638,96676.89566256804
21640,346842.8436835581
21644,217935.3923550936
21645,480340.0349119942
21646,46336599.24308634
21647,577305.0255687338
21648,447232.5746817664
21649,468488.4042061303
21651,91717.9230141028
21652,72168.46153248174
21653,9277725.201672869
21655,17812838.274801265
21656,912840.5805173955
21658,56530764.98158884
21661,4613963.92459043
21662,1892569.0545830333
21663,931904.6584099251
21664,756761.8832699098
21665,1374371.6279462026
21666,415428.5971062382
21668,1124858.8151377467
21674,3731530.0879124287
21675,5904751.554190577
21679,145769.4531788232
21680,163644.97777092617
21682,1193356.2568855968
21683,1874349.2350012776
21685,653656.1065201695
21686,1645163.3224234788
21687,1161147.0769960992
21691,1660058.8689036847
21692,230766.18443295482
21695,205308.90652457456
21696,270514.9780582951
21698,80273.36995036821
21699,877689.2474521643
21700,18345.1670181161
21701,325067.49530789483
21702,480450.25817209267
21704,75252.2028827432
21705,44684.463867719925
21706,344794.1770812052
21707,792657.0681184436
21713,205708.6412461499
21714,319960.1973722614
21718,2803362.370211185
21719,50577.698671586164
21721,268788.94658251374
21722,1590412.3117897923
21723,577702.8367809914
21726,271197.8034655518
21727,952995.0540832952
21729,2394263.03295133
21731,1120141.8200004897
21733,617065.3856585511
21734,4097296.7832222
21735,6112855.875357477
21736,141407.6200132462
21737,43922466.292928845
21738,63751.25027502987
21739,3003624.722590086
21740,810481.4203600253
21742,729652.8119992937
21743,13297449.446933132
21744,1048657.9511852367
21745,484238.7477094252
21747,95274.20302554603
21748,85011.9143713155
21749,1940633.8757645555
21752,2529819.4964161273
21753,896667.6943494391
21754,288883.03822769487
21756,678850.1779109925
21757,1810665.9322229757
21758,1262888.406267466
21759,4326543.325043698
21760,1682672.4178624763
21761,1077742.5023453739
21763,5722209.521344135
21765,208646.71611687445
21766,264784.71726106916
21767,520780.8252681443
21770,800565.1224122451
21771,762957.1581209326
21772,288902.881071967
21773,648208.3089722602
21776,2874154.717712649
21777,1614217.2285751961
21778,1232350.1639675982
21782,4087578.556935637
21783,4702144.451091277
21785,2316783.891016925
21787,2383672.586054367
21788,4070144.0805665147
21789,1293037.6110001896
21791,825026.9777202884
21792,1037494.7653049337
21793,470972.5031106845
21794,155803.7794283059
21796,499859.9937985065
21797,2309969.0270076655
21799,585797.0343475504
21800,629022.1088179755
21801,4011775.492613882
21804,1036429.4206300916
21805,37071.43749793702
21808,123120.80683317255
21809,4170832.163965283
21810,547480.0577138449
21812,126955.11363157739
21814,520524.7034562033
21815,1772437.5300462649
21816,103098.95645851936
21817,1824161.1062249837
21818,433715.725339283
21819,3449885.034308913
21820,18213693.22612155
21821,711145.5353570152
21822,2383351.8862782056
21823,512619.01483352896
21824,742834.3902431361
21825,20241.95591207294
21826,3758257.909832835
21827,257426.32969891964
21828,26083.04752606981
21829,33214327.868460137
21831,4567613.319375161
21832,796573.7563729761
21833,14468.403523020885
21834,143740.62526578954
21835,926553.4805001066
21837,18793.428091014015
21839,423333.3136425193
21840,689344.1359558669
21842,3563472.646742216
21843,862226.3902517254
21844,753824.3123211798
21846,3849576.6185515774
21847,897452.9911930556
21849,549836.0064772487
21850,504859.8091770042
21851,1108386.5934674186
21852,121736.49225916294
21853,196386.67224600472
21855,773170.4148924957
21857,195762.6507786069
21859,4462195.025944587
21861,1786039.9426283743
21865,270460.1526552925
21866,720333.1464634448
21869,130512.7658906019
21872,232473.03777816822
21873,1621025.211136373
21876,601903.3424336987
21878,203150.185295642
21879,1849406.454075357
21881,566650.4034662644
21884,1152701.2090209275
21885,1086511.7814285825
21886,85097.15912075253
21887,729055.4067982157
21888,112235.97974251343
21889,265730.9845770049
21890,325817.6652982176
21891,855622.3544534198
21892,2073592.9893205136
21893,3353906.7783316625
21896,1001705.053310467
21897,293215.4494442734
21898,249174.58238152592
21899,860411.774503876
21901,468731.629154376
21902,1353957.154784666
21903,4272766.368889648
21905,3901322.8000303362
21906,3828441.347537416
21907,199763.95135588123
21908,57589.096099974806
21909,855784.2971150111
21911,16027257.352284787
21912,360529.1969145041
21914,279329.6471081583
21915,59837.71893161761
21916,589982.9947127472
21917,7663695.267485494
21918,3564348.690100431
21919,3894415.7220507925
21922,819066.6361216679
21923,3961923.66651188
21925,2304507.2290048366
21926,26775631.978237264
21930,572715.2099492964
21931,314516.6757016886
21932,562205.2452972205
21933,66466.82246460376
21935,1936460.2554638647
21936,2558525.646469507
21937,1095134.9463858868
21941,215012.21189344235
21942,780180.4344033652
21944,706748.8563563229
21945,45742.886680341224
21946,3572119.6382616735
21947,2014305.5174262503
21948,1707681.70730453
21950,1104676.0795419572
21951,18350.67165271267
21952,2773116.5554770445
21955,5129675.892861411
21964,290390.8324248432
21969,399745.17991146696
21970,561860.3550484477
21971,105558.40282387196
21972,1565451.7399330358
21974,737879.350194091
21975,154667.74976390478
21979,290251.825857661
21981,1896830.8711221712
21982,632701.761580898
21983,3169872.8339460245
21986,793242.8467429732
21988,1867576.4911183047
21989,1484926.0365571764
21991,354990.58992069995
21993,1191780.2996906037
21994,221543.63960126662
21995,641451.5951008168
21996,149014.40025429486
21997,3561670.487577948
21998,522942.07115470915
22001,1313190.8765249301
22003,487963.38815956196
22004,1508644.5941940052
22005,5285730.625874102
22006,182632.38248048507
22008,4227903.576802081
22009,84117.37175914038
22010,44715.703323095404
22011,523695.6034627053
22015,2860533.8330292106
22016,993475.9907490595
22018,896554.1952729411
22020,1970256.6477733473
22021,196266.97360408335
22022,1339098.4451756875
22025,615956.6181928132
22026,490469.58927335736
22028,2738190.2855067323
22030,579729.2445950013
22033,910369.834161078
22034,1116609.8117602686
22039,4598698.046825951
22043,189127.49848422103
22044,119878.22763390496
22045,1256858.6049175865
22046,6107957.604914538
22047,16375.631799861761
22048,707940.2459145676
22049,2942509.253288451
22050,470008.02624426194
22052,351448.45658031164
22053,92713.07734317693
